No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,year_month,date,Air Quality
2462,2013,6,11,0,109.0,125.0,13.0,95.0,700.0,144.0,25.6,1001.0,17.0,0.0,SSW,2.5,Aotizhongxin,2013-6,2013-06-11,Poor
2463,2013,6,11,0,139.0,148.0,12.0,85.0,600.0,165.0,23.5,1001.0,17.0,0.0,SSW,2.1,Aotizhongxin,2013-6,2013-06-11,Poor
2464,2013,6,11,0,124.0,149.0,8.0,68.0,500.0,173.0,22.9,1001.4,17.1,0.0,E,1.7,Aotizhongxin,2013-6,2013-06-11,Poor
2465,2013,6,11,0,95.0,119.0,4.0,50.0,400.0,124.0,24.2,1000.3,15.1,0.0,S,4.0,Aotizhongxin,2013-6,2013-06-11,Poor
2466,2013,6,11,0,55.0,61.0,3.0,70.0,400.0,90.0,23.1,1000.3,10.5,0.0,WSW,2.3,Aotizhongxin,2013-6,2013-06-11,Poor
2467,2013,6,11,0,41.0,61.0,4.0,67.0,300.0,84.0,23.0,1001.2,12.0,0.0,NNE,0.2,Aotizhongxin,2013-6,2013-06-11,Poor
2468,2013,6,11,0,21.0,24.0,4.0,94.0,500.0,46.0,21.3,1001.6,11.9,0.0,SE,1.2,Aotizhongxin,2013-6,2013-06-11,Poor
2469,2013,6,11,0,15.0,19.0,3.0,97.0,500.0,58.0,20.8,1003.0,12.7,0.0,ESE,1.8,Aotizhongxin,2013-6,2013-06-11,Poor
2470,2013,6,11,0,47.0,101.0,3.0,134.0,700.0,36.0,19.0,1003.9,15.9,3.8,SW,2.6,Aotizhongxin,2013-6,2013-06-11,Poor
2471,2013,6,11,0,60.0,80.0,3.0,102.0,800.0,57.0,17.4,1004.4,16.8,3.6,SE,0.5,Aotizhongxin,2013-6,2013-06-11,Poor
2472,2013,6,11,0,26.0,80.0,4.0,48.0,400.0,78.0,16.5,1004.2,15.5,0.0,SW,1.3,Aotizhongxin,2013-6,2013-06-11,Poor
2473,2013,6,12,0,19.0,36.0,3.0,72.0,300.0,53.0,16.0,1003.8,14.0,0.0,WSW,1.3,Aotizhongxin,2013-6,2013-06-12,Poor
2474,2013,6,12,0,21.0,29.0,3.0,95.0,400.0,30.0,14.9,1003.4,14.3,0.0,SSE,0.5,Aotizhongxin,2013-6,2013-06-12,Poor
2475,2013,6,12,0,22.0,29.0,3.0,73.0,500.0,39.0,14.4,1003.0,13.8,0.0,S,0.6,Aotizhongxin,2013-6,2013-06-12,Poor
2476,2013,6,12,0,16.0,26.0,3.0,88.0,500.0,27.0,15.0,1002.8,13.9,0.0,SW,1.1,Aotizhongxin,2013-6,2013-06-12,Poor
2477,2013,6,12,0,20.0,21.0,3.0,106.0,500.0,16.0,14.4,1002.8,13.9,0.0,E,0.4,Aotizhongxin,2013-6,2013-06-12,Poor
2478,2013,6,12,0,25.0,40.0,3.0,78.0,700.0,26.0,15.0,1002.9,14.7,0.1,NE,0.7,Aotizhongxin,2013-6,2013-06-12,Poor
2479,2013,6,12,0,57.0,64.0,3.0,93.0,900.0,12.0,16.6,1003.4,14.8,0.0,NNE,1.1,Aotizhongxin,2013-6,2013-06-12,Poor
2480,2013,6,12,0,48.0,59.0,3.0,86.0,900.0,16.0,18.5,1003.6,15.0,0.0,NNE,1.1,Aotizhongxin,2013-6,2013-06-12,Poor
2481,2013,6,12,0,47.0,54.0,6.0,92.0,900.0,24.0,21.2,1003.4,14.8,0.0,W,1.1,Aotizhongxin,2013-6,2013-06-12,Poor
2482,2013,6,12,0,47.0,48.0,17.0,81.0,900.0,51.0,22.9,1003.1,15.0,0.0,SSW,1.7,Aotizhongxin,2013-6,2013-06-12,Poor
2483,2013,6,12,0,44.0,49.0,28.0,40.0,700.0,103.0,23.9,1002.8,14.9,0.0,S,1.4,Aotizhongxin,2013-6,2013-06-12,Poor
2484,2013,6,12,0,52.0,71.0,26.0,37.0,600.0,122.0,24.8,1002.5,15.4,0.0,SSE,1.9,Aotizhongxin,2013-6,2013-06-12,Poor
2485,2013,6,12,0,62.0,81.0,24.0,38.0,700.0,145.0,25.0,1002.1,16.2,0.0,SSW,2.4,Aotizhongxin,2013-6,2013-06-12,Poor
2486,2013,6,12,0,74.0,77.0,22.0,40.0,700.0,159.0,26.4,1001.3,16.0,0.0,S,2.5,Aotizhongxin,2013-6,2013-06-12,Poor
2487,2013,6,12,0,58.0,68.0,23.0,37.0,600.0,176.0,26.5,1000.8,15.8,0.0,S,2.3,Aotizhongxin,2013-6,2013-06-12,Poor
2488,2013,6,12,0,79.0,102.0,28.0,41.0,800.0,187.0,26.8,1000.7,15.5,0.0,S,1.7,Aotizhongxin,2013-6,2013-06-12,Poor
2489,2013,6,12,0,71.0,88.0,31.0,43.0,1399.0,207.0,26.3,1000.6,16.8,0.0,SSW,2.0,Aotizhongxin,2013-6,2013-06-12,Poor
2490,2013,6,12,0,89.0,102.0,28.0,44.0,1300.0,209.0,26.0,1000.5,16.0,0.0,S,0.9,Aotizhongxin,2013-6,2013-06-12,Poor
2491,2013,6,12,0,82.0,95.0,21.0,50.0,1200.0,205.0,25.0,1000.8,16.7,0.0,SSW,1.7,Aotizhongxin,2013-6,2013-06-12,Poor
2492,2013,6,12,0,86.0,90.0,13.0,53.0,1000.0,198.0,24.1,1001.4,16.6,0.0,SSE,1.4,Aotizhongxin,2013-6,2013-06-12,Poor
2493,2013,6,12,0,104.0,120.0,9.0,68.0,1000.0,174.0,22.5,1002.1,17.2,0.0,S,0.4,Aotizhongxin,2013-6,2013-06-12,Poor
2494,2013,6,12,0,99.0,112.0,8.0,118.0,1200.0,129.0,23.0,1002.7,16.1,0.0,SSE,1.7,Aotizhongxin,2013-6,2013-06-12,Poor
2495,2013,6,12,0,110.0,130.0,10.0,105.0,1200.0,114.0,22.0,1002.7,15.6,0.0,SSE,1.6,Aotizhongxin,2013-6,2013-06-12,Poor
2496,2013,6,12,0,111.0,130.0,14.0,80.0,900.0,129.0,21.1,1002.8,15.6,0.0,SSE,2.0,Aotizhongxin,2013-6,2013-06-12,Poor
2497,2013,6,13,0,99.0,81.0,16.0,63.0,600.0,136.0,20.6,1002.9,15.6,0.0,SSE,1.1,Aotizhongxin,2013-6,2013-06-13,Poor
2498,2013,6,13,0,79.0,86.0,13.0,64.0,500.0,112.0,19.2,1002.5,16.1,0.0,ENE,0.6,Aotizhongxin,2013-6,2013-06-13,Poor
2499,2013,6,13,0,82.0,94.0,9.0,74.0,600.0,87.0,18.7,1002.5,15.6,0.0,NE,1.0,Aotizhongxin,2013-6,2013-06-13,Poor
2500,2013,6,13,0,89.0,92.0,9.0,88.0,700.0,59.0,17.7,1002.8,15.5,0.0,N,0.6,Aotizhongxin,2013-6,2013-06-13,Poor
2501,2013,6,13,0,92.0,98.0,9.0,110.0,800.0,35.0,17.2,1003.1,15.5,0.0,N,0.5,Aotizhongxin,2013-6,2013-06-13,Poor
2502,2013,6,13,0,111.0,99.0,11.0,110.0,1000.0,28.0,17.6,1003.6,16.1,0.0,NE,1.2,Aotizhongxin,2013-6,2013-06-13,Poor
2503,2013,6,13,0,90.0,112.0,14.0,94.0,1100.0,39.0,19.8,1004.1,16.1,0.0,NE,2.0,Aotizhongxin,2013-6,2013-06-13,Poor
2504,2013,6,13,0,117.0,126.0,23.0,94.0,1399.0,44.0,21.5,1004.2,15.6,0.0,NE,2.1,Aotizhongxin,2013-6,2013-06-13,Poor
2505,2013,6,13,0,118.0,137.0,44.0,90.0,1700.0,56.0,23.0,1004.0,15.8,0.0,ESE,1.4,Aotizhongxin,2013-6,2013-06-13,Poor
2506,2013,6,13,0,125.0,149.0,57.0,93.0,1700.0,64.0,24.4,1003.9,15.6,0.0,NE,1.2,Aotizhongxin,2013-6,2013-06-13,Poor
2507,2013,6,13,0,127.0,148.0,63.0,89.0,1700.0,81.0,25.5,1004.2,16.6,0.0,NW,1.3,Aotizhongxin,2013-6,2013-06-13,Poor
2508,2013,6,13,0,130.0,148.0,74.0,81.0,1800.0,107.0,27.1,1003.6,17.6,0.0,S,1.7,Aotizhongxin,2013-6,2013-06-13,Poor
2509,2013,6,13,0,140.0,182.0,68.0,76.0,1899.0,138.0,28.0,1003.2,17.5,0.0,SW,2.2,Aotizhongxin,2013-6,2013-06-13,Poor
2510,2013,6,13,0,160.0,202.0,69.0,93.0,2000.0,160.0,29.4,1002.8,18.2,0.0,S,2.0,Aotizhongxin,2013-6,2013-06-13,Poor
2511,2013,6,13,0,162.0,200.0,62.0,72.0,1899.0,236.0,29.7,1002.1,17.5,0.0,SW,4.0,Aotizhongxin,2013-6,2013-06-13,Poor
2512,2013,6,13,0,158.0,184.0,48.0,60.0,1600.0,272.0,29.5,1002.0,18.0,0.0,SSW,2.4,Aotizhongxin,2013-6,2013-06-13,Poor
2513,2013,6,13,0,118.0,184.0,41.0,50.0,1100.0,259.0,29.5,1001.1,16.7,0.0,SW,2.4,Aotizhongxin,2013-6,2013-06-13,Poor
2514,2013,6,13,0,80.0,81.0,30.0,43.0,800.0,232.0,29.1,1000.7,17.0,0.0,SSW,1.9,Aotizhongxin,2013-6,2013-06-13,Poor
2515,2013,6,13,0,88.0,151.0,23.0,53.0,800.0,231.0,28.1,1001.1,17.9,0.0,SW,0.8,Aotizhongxin,2013-6,2013-06-13,Poor
2516,2013,6,13,0,101.0,140.0,22.0,62.0,800.0,223.0,25.7,1001.5,17.9,0.0,SSW,0.6,Aotizhongxin,2013-6,2013-06-13,Poor
2517,2013,6,13,0,112.0,173.0,16.0,89.0,1000.0,171.0,23.7,1002.2,19.0,0.0,SSW,0.7,Aotizhongxin,2013-6,2013-06-13,Poor
2518,2013,6,13,0,127.0,178.0,11.0,192.0,1399.0,85.0,22.6,1002.6,19.4,0.0,W,0.8,Aotizhongxin,2013-6,2013-06-13,Poor
2519,2013,6,13,0,110.0,178.0,19.0,104.0,900.0,135.0,23.7,1002.8,13.8,0.0,SSW,1.3,Aotizhongxin,2013-6,2013-06-13,Poor
2520,2013,6,13,0,90.0,122.0,24.0,86.0,700.0,121.0,24.0,1002.6,12.9,0.0,S,1.1,Aotizhongxin,2013-6,2013-06-13,Poor
2521,2013,6,14,0,86.0,169.0,21.0,90.0,700.0,105.0,24.4,1002.3,11.7,0.0,S,1.4,Aotizhongxin,2013-6,2013-06-14,Poor
2522,2013,6,14,0,79.0,119.0,22.0,86.0,600.0,103.0,24.5,1002.1,11.4,0.0,SSW,1.7,Aotizhongxin,2013-6,2013-06-14,Poor
2523,2013,6,14,0,75.0,116.0,25.0,78.0,600.0,101.0,23.4,1002.5,10.8,0.0,SSW,1.2,Aotizhongxin,2013-6,2013-06-14,Poor
2524,2013,6,14,0,70.0,122.0,27.0,82.0,600.0,86.0,22.0,1002.5,12.0,0.0,SSW,1.2,Aotizhongxin,2013-6,2013-06-14,Poor
2525,2013,6,14,0,75.0,130.0,33.0,78.0,500.0,91.0,22.6,1003.1,11.9,0.0,WSW,1.7,Aotizhongxin,2013-6,2013-06-14,Poor
2526,2013,6,14,0,82.0,142.0,38.0,73.0,600.0,94.0,21.9,1003.5,13.0,0.0,SSW,2.0,Aotizhongxin,2013-6,2013-06-14,Poor
2527,2013,6,14,0,88.0,148.0,43.0,86.0,600.0,80.0,22.1,1003.9,15.2,0.0,WNW,1.1,Aotizhongxin,2013-6,2013-06-14,Poor
2528,2013,6,14,0,92.0,182.0,47.0,92.0,700.0,75.0,23.8,1004.1,14.2,0.0,WSW,1.7,Aotizhongxin,2013-6,2013-06-14,Poor
2529,2013,6,14,0,100.0,103.0,47.0,104.0,800.0,70.0,24.7,1004.3,14.2,0.0,SW,2.8,Aotizhongxin,2013-6,2013-06-14,Poor
2530,2013,6,14,0,106.0,207.0,52.0,96.0,800.0,87.0,26.3,1003.9,15.4,0.0,S,1.3,Aotizhongxin,2013-6,2013-06-14,Poor
2531,2013,6,14,0,126.0,194.0,49.0,90.0,900.0,116.0,27.7,1003.7,16.0,0.0,SW,2.3,Aotizhongxin,2013-6,2013-06-14,Poor
2532,2013,6,14,0,138.0,205.0,49.0,80.0,900.0,160.0,28.8,1003.1,16.4,0.0,SSW,1.9,Aotizhongxin,2013-6,2013-06-14,Poor
2533,2013,6,14,0,153.0,189.0,57.0,64.0,1000.0,223.0,29.5,1002.7,16.7,0.0,S,2.6,Aotizhongxin,2013-6,2013-06-14,Poor
2534,2013,6,14,0,139.0,188.0,52.0,55.0,900.0,251.0,30.0,1002.2,14.5,0.0,SW,4.4,Aotizhongxin,2013-6,2013-06-14,Poor
2535,2013,6,14,0,123.0,156.0,42.0,48.0,800.0,264.0,30.2,1001.6,13.9,0.0,SSW,3.4,Aotizhongxin,2013-6,2013-06-14,Poor
2536,2013,6,14,0,104.0,128.0,31.0,45.0,700.0,255.0,30.3,1001.0,15.2,0.0,SW,3.0,Aotizhongxin,2013-6,2013-06-14,Poor
2537,2013,6,14,0,122.0,190.0,26.0,48.0,700.0,262.0,30.2,1000.0,15.9,0.0,SSW,2.2,Aotizhongxin,2013-6,2013-06-14,Poor
2538,2013,6,14,0,137.0,190.0,30.0,48.0,700.0,263.0,29.9,1000.3,14.8,0.0,SW,3.0,Aotizhongxin,2013-6,2013-06-14,Poor
2539,2013,6,14,0,139.0,179.0,28.0,56.0,900.0,248.0,28.7,1000.8,15.2,0.0,SSW,1.6,Aotizhongxin,2013-6,2013-06-14,Poor
2540,2013,6,14,0,129.0,160.0,18.0,84.0,900.0,207.0,27.8,1001.4,15.5,0.0,SW,1.3,Aotizhongxin,2013-6,2013-06-14,Poor
2541,2013,6,14,0,126.0,141.0,13.0,91.0,900.0,179.0,26.1,1001.9,15.5,0.0,S,1.6,Aotizhongxin,2013-6,2013-06-14,Poor
2542,2013,6,14,0,128.0,214.0,10.0,110.0,1100.0,139.0,25.7,1002.5,14.8,0.0,SSW,1.4,Aotizhongxin,2013-6,2013-06-14,Poor
2543,2013,6,14,0,112.0,124.0,22.0,89.0,1300.0,154.0,24.5,1002.7,14.0,0.0,SSW,1.6,Aotizhongxin,2013-6,2013-06-14,Poor
2544,2013,6,14,0,110.0,150.0,31.0,122.0,1100.0,103.0,23.7,1002.0,14.7,0.0,SSW,0.8,Aotizhongxin,2013-6,2013-06-14,Poor
2545,2013,6,15,0,90.0,99.0,38.0,118.0,1200.0,76.0,22.5,1002.0,15.6,0.0,ESE,0.0,Aotizhongxin,2013-6,2013-06-15,Poor
2546,2013,6,15,0,73.0,119.0,41.0,96.0,1399.0,67.0,21.2,1002.1,15.1,0.0,E,0.5,Aotizhongxin,2013-6,2013-06-15,Poor
2547,2013,6,15,0,75.0,126.0,39.0,79.0,1300.0,66.0,20.8,1001.8,14.7,0.0,NNE,1.1,Aotizhongxin,2013-6,2013-06-15,Poor
2548,2013,6,15,0,92.0,171.0,31.0,143.0,1200.0,2.0,20.5,1002.3,14.6,0.0,NE,1.1,Aotizhongxin,2013-6,2013-06-15,Poor
2549,2013,6,15,0,76.0,121.0,26.0,111.0,900.0,9.0,19.7,1002.8,14.7,0.0,NE,1.1,Aotizhongxin,2013-6,2013-06-15,Poor
2550,2013,6,15,0,63.0,103.0,22.0,105.0,800.0,8.0,19.3,1003.1,15.4,0.0,NNW,0.6,Aotizhongxin,2013-6,2013-06-15,Poor
2551,2013,6,15,0,62.0,109.0,19.0,99.0,700.0,8.0,21.2,1003.4,14.8,0.0,NNE,1.3,Aotizhongxin,2013-6,2013-06-15,Poor
2552,2013,6,15,0,71.0,140.0,19.0,96.0,800.0,9.0,22.7,1003.6,15.0,0.0,N,2.1,Aotizhongxin,2013-6,2013-06-15,Poor
2553,2013,6,15,0,79.0,132.0,28.0,96.0,1000.0,14.0,23.9,1003.3,15.4,0.0,NNE,1.2,Aotizhongxin,2013-6,2013-06-15,Poor
2554,2013,6,15,0,86.0,147.0,30.0,98.0,1000.0,21.0,25.3,1003.1,15.9,0.0,NE,1.3,Aotizhongxin,2013-6,2013-06-15,Poor
2555,2013,6,15,0,106.0,145.0,27.0,84.0,1300.0,47.0,26.1,1003.1,16.6,0.0,ENE,1.6,Aotizhongxin,2013-6,2013-06-15,Poor
2556,2013,6,15,0,124.0,204.0,26.0,73.0,1600.0,67.0,26.4,1002.7,17.2,0.0,WSW,1.0,Aotizhongxin,2013-6,2013-06-15,Poor
2557,2013,6,15,0,144.0,216.0,28.0,76.0,1800.0,87.0,27.8,1001.5,17.0,0.0,W,1.5,Aotizhongxin,2013-6,2013-06-15,Poor
2558,2013,6,15,0,154.0,209.0,45.0,97.0,0.1,94.0,29.3,1001.0,16.8,0.0,WSW,1.1,Aotizhongxin,2013-6,2013-06-15,Poor
2559,2013,6,15,0,163.0,228.0,51.0,111.0,0.1,162.0,30.4,1000.5,16.8,0.0,WSW,1.9,Aotizhongxin,2013-6,2013-06-15,Poor
2560,2013,6,15,0,167.0,235.0,107.0,110.0,2000.0,204.0,30.9,999.6,18.3,0.0,SSW,0.9,Aotizhongxin,2013-6,2013-06-15,Poor
2561,2013,6,15,0,172.0,226.0,52.0,111.0,1600.0,204.0,30.8,999.2,17.8,0.0,SSW,2.0,Aotizhongxin,2013-6,2013-06-15,Poor
2562,2013,6,15,0,154.0,215.0,39.0,0.1,1100.0,224.0,30.1,999.7,17.2,0.0,SW,2.2,Aotizhongxin,2013-6,2013-06-15,Poor
2563,2013,6,15,0,158.0,224.0,37.0,117.0,1100.0,233.0,28.2,999.9,18.9,0.0,SSE,0.2,Aotizhongxin,2013-6,2013-06-15,Poor
2564,2013,6,15,0,169.0,238.0,29.0,130.0,1200.0,205.0,26.0,1000.2,18.7,0.0,ESE,0.4,Aotizhongxin,2013-6,2013-06-15,Poor
2565,2013,6,15,0,187.0,299.0,26.0,153.0,1500.0,184.0,27.1,1000.5,19.4,0.0,SSE,1.1,Aotizhongxin,2013-6,2013-06-15,Poor
2566,2013,6,15,0,226.0,297.0,32.0,113.0,1899.0,173.0,27.3,1000.5,18.3,0.0,SSE,0.7,Aotizhongxin,2013-6,2013-06-15,Poor
2567,2013,6,15,0,188.0,298.0,49.0,150.0,1700.0,121.0,26.6,1000.6,16.8,0.0,SSW,1.2,Aotizhongxin,2013-6,2013-06-15,Poor
2568,2013,6,15,0,159.0,181.0,67.0,136.0,1399.0,116.0,25.5,1000.2,17.7,0.0,SE,0.5,Aotizhongxin,2013-6,2013-06-15,Poor
2569,2013,6,16,0,155.0,183.0,71.0,127.0,1200.0,101.0,24.8,999.9,17.8,0.0,ENE,0.0,Aotizhongxin,2013-6,2013-06-16,Poor
2570,2013,6,16,0,146.0,146.0,48.0,108.0,1000.0,97.0,23.5,999.8,17.0,0.0,NE,1.3,Aotizhongxin,2013-6,2013-06-16,Poor
2571,2013,6,16,0,132.0,146.0,49.0,91.0,1000.0,88.0,22.8,999.5,17.0,0.0,NNE,0.7,Aotizhongxin,2013-6,2013-06-16,Poor
2572,2013,6,16,0,129.0,136.0,34.0,70.0,0.1,0.1,22.8,999.5,17.5,0.0,NNE,0.7,Aotizhongxin,2013-6,2013-06-16,Poor
2573,2013,6,16,0,118.0,139.0,29.0,70.0,800.0,47.0,22.4,999.3,17.1,0.0,NNE,1.1,Aotizhongxin,2013-6,2013-06-16,Poor
2574,2013,6,16,0,122.0,159.0,32.0,81.0,900.0,62.0,22.7,999.4,17.2,0.0,NE,1.5,Aotizhongxin,2013-6,2013-06-16,Poor
2575,2013,6,16,0,136.0,187.0,33.0,75.0,900.0,62.0,22.9,999.0,18.0,0.0,NE,1.0,Aotizhongxin,2013-6,2013-06-16,Poor
2576,2013,6,16,0,147.0,189.0,32.0,80.0,1100.0,54.0,23.4,999.1,18.5,0.0,NNE,0.8,Aotizhongxin,2013-6,2013-06-16,Poor
2577,2013,6,16,0,165.0,197.0,38.0,86.0,1300.0,43.0,23.4,998.7,18.9,0.0,NNE,0.7,Aotizhongxin,2013-6,2013-06-16,Poor
2578,2013,6,16,0,168.0,216.0,49.0,90.0,1700.0,30.0,23.2,998.5,18.9,0.0,NNE,1.6,Aotizhongxin,2013-6,2013-06-16,Poor
2579,2013,6,16,0,174.0,204.0,53.0,99.0,1899.0,20.0,22.9,998.3,19.1,0.0,N,2.1,Aotizhongxin,2013-6,2013-06-16,Poor
2580,2013,6,16,0,193.0,246.0,55.0,106.0,2000.0,17.0,22.1,997.9,19.5,0.1,N,1.8,Aotizhongxin,2013-6,2013-06-16,Poor
2581,2013,6,16,0,198.0,333.0,50.0,112.0,2000.0,9.0,21.1,997.7,19.2,0.2,ENE,1.5,Aotizhongxin,2013-6,2013-06-16,Poor
2582,2013,6,16,0,201.0,228.0,39.0,118.0,2000.0,2.0,21.3,996.8,19.8,0.1,NE,1.2,Aotizhongxin,2013-6,2013-06-16,Poor
2583,2013,6,16,0,200.0,228.0,23.0,108.0,2000.0,7.0,21.5,996.7,19.4,0.0,NNE,1.8,Aotizhongxin,2013-6,2013-06-16,Poor
2584,2013,6,16,0,189.0,148.0,30.0,99.0,2000.0,24.0,21.7,996.6,19.8,0.0,NE,1.6,Aotizhongxin,2013-6,2013-06-16,Poor
2585,2013,6,16,0,172.0,185.0,24.0,84.0,2000.0,18.0,21.7,996.7,20.0,0.0,N,1.4,Aotizhongxin,2013-6,2013-06-16,Poor
2586,2013,6,16,0,203.0,185.0,25.0,83.0,2000.0,16.0,21.8,997.0,19.9,0.0,NNE,1.6,Aotizhongxin,2013-6,2013-06-16,Poor
2587,2013,6,16,0,200.0,131.0,35.0,73.0,2000.0,35.0,21.9,997.3,20.0,0.0,NE,1.6,Aotizhongxin,2013-6,2013-06-16,Poor
2588,2013,6,16,0,218.0,182.0,42.0,84.0,2000.0,26.0,22.0,997.5,20.3,0.0,NE,1.6,Aotizhongxin,2013-6,2013-06-16,Poor
2589,2013,6,16,0,198.0,203.0,33.0,100.0,2000.0,2.0,22.1,998.5,20.2,0.0,NE,1.7,Aotizhongxin,2013-6,2013-06-16,Poor
2590,2013,6,16,0,193.0,204.0,24.0,105.0,2000.0,2.0,21.6,998.4,20.8,0.6,NE,1.2,Aotizhongxin,2013-6,2013-06-16,Poor
2591,2013,6,16,0,198.0,129.0,21.0,75.0,1700.0,20.0,21.6,998.2,20.9,0.0,ENE,0.7,Aotizhongxin,2013-6,2013-06-16,Poor
2592,2013,6,16,0,193.0,114.0,16.0,62.0,1399.0,28.0,21.6,998.1,20.8,0.0,NE,1.2,Aotizhongxin,2013-6,2013-06-16,Poor
2593,2013,6,17,0,191.0,111.0,16.0,43.0,1399.0,35.0,21.5,997.9,20.0,0.0,NE,1.2,Aotizhongxin,2013-6,2013-06-17,Poor
2594,2013,6,17,0,146.0,53.0,13.0,43.0,1200.0,40.0,21.3,997.6,19.4,0.0,NNE,0.6,Aotizhongxin,2013-6,2013-06-17,Poor
2595,2013,6,17,0,92.0,92.0,10.0,43.0,900.0,44.0,21.2,997.5,19.3,0.0,ENE,0.7,Aotizhongxin,2013-6,2013-06-17,Poor
2596,2013,6,17,0,62.0,62.0,9.0,41.0,700.0,44.0,21.2,997.2,19.7,0.0,NE,1.6,Aotizhongxin,2013-6,2013-06-17,Poor
2597,2013,6,17,0,40.0,40.0,7.0,45.0,500.0,36.0,21.0,997.6,19.5,0.0,NE,1.1,Aotizhongxin,2013-6,2013-06-17,Poor
2598,2013,6,17,0,46.0,10.0,8.0,52.0,600.0,23.0,21.2,997.4,19.3,0.0,ENE,1.2,Aotizhongxin,2013-6,2013-06-17,Poor
2599,2013,6,17,0,33.0,33.0,9.0,59.0,400.0,22.0,21.9,997.5,18.1,0.0,NNE,1.1,Aotizhongxin,2013-6,2013-06-17,Poor
2600,2013,6,17,0,14.0,14.0,6.0,49.0,300.0,32.0,23.7,997.3,18.1,0.0,ENE,1.2,Aotizhongxin,2013-6,2013-06-17,Poor
2601,2013,6,17,0,13.0,129.0,7.0,59.0,400.0,30.0,25.2,997.5,18.9,0.0,ENE,1.6,Aotizhongxin,2013-6,2013-06-17,Poor
2602,2013,6,17,0,18.0,46.0,6.0,53.0,400.0,47.0,26.8,997.5,17.8,0.0,NE,1.7,Aotizhongxin,2013-6,2013-06-17,Poor
2603,2013,6,17,0,13.0,46.0,7.0,47.0,400.0,67.0,27.9,997.1,16.5,0.0,ENE,1.4,Aotizhongxin,2013-6,2013-06-17,Poor
2604,2013,6,17,0,12.0,12.0,6.0,39.0,300.0,84.0,28.1,997.2,15.7,0.0,NE,1.4,Aotizhongxin,2013-6,2013-06-17,Poor
2605,2013,6,17,0,10.0,10.0,5.0,40.0,200.0,97.0,29.1,996.1,16.0,0.0,W,1.2,Aotizhongxin,2013-6,2013-06-17,Poor
2606,2013,6,17,0,20.0,42.0,6.0,47.0,400.0,110.0,30.1,996.0,16.1,0.0,WNW,1.5,Aotizhongxin,2013-6,2013-06-17,Poor
2607,2013,6,17,0,21.0,42.0,7.0,46.0,400.0,125.0,31.0,995.1,15.8,0.0,SSW,1.2,Aotizhongxin,2013-6,2013-06-17,Poor
2608,2013,6,17,0,16.0,16.0,8.0,47.0,300.0,149.0,31.0,994.3,15.8,0.0,SW,1.8,Aotizhongxin,2013-6,2013-06-17,Poor
2609,2013,6,17,0,22.0,89.0,10.0,55.0,500.0,183.0,30.6,994.0,15.1,0.0,WSW,1.0,Aotizhongxin,2013-6,2013-06-17,Poor
2610,2013,6,17,0,38.0,90.0,11.0,65.0,500.0,197.0,29.3,994.0,15.4,0.0,SW,1.6,Aotizhongxin,2013-6,2013-06-17,Poor
2611,2013,6,17,0,18.0,26.0,9.0,68.0,500.0,157.0,28.4,994.3,16.0,0.0,SW,2.6,Aotizhongxin,2013-6,2013-06-17,Poor
2612,2013,6,17,0,35.0,83.0,9.0,68.0,500.0,152.0,27.4,994.7,17.8,0.0,SW,1.8,Aotizhongxin,2013-6,2013-06-17,Poor
2613,2013,6,17,0,35.0,83.0,9.0,68.0,500.0,152.0,26.7,994.6,18.6,0.0,SSW,1.7,Aotizhongxin,2013-6,2013-06-17,Poor
2614,2013,6,17,0,50.0,78.0,9.0,81.0,700.0,108.0,26.0,994.4,18.2,0.0,SW,1.8,Aotizhongxin,2013-6,2013-06-17,Poor
2615,2013,6,17,0,50.0,103.0,8.0,94.0,800.0,68.0,25.4,994.3,18.8,0.0,SSW,1.1,Aotizhongxin,2013-6,2013-06-17,Poor
2616,2013,6,17,0,51.0,66.0,9.0,92.0,700.0,65.0,24.8,994.1,17.8,0.0,W,0.0,Aotizhongxin,2013-6,2013-06-17,Poor
2617,2013,6,18,0,53.0,88.0,12.0,111.0,700.0,43.0,23.2,994.0,18.7,0.0,W,0.4,Aotizhongxin,2013-6,2013-06-18,Poor
2618,2013,6,18,0,55.0,89.0,17.0,110.0,700.0,33.0,22.4,993.6,18.8,0.0,NE,0.0,Aotizhongxin,2013-6,2013-06-18,Poor
2619,2013,6,18,0,60.0,93.0,17.0,120.0,700.0,3.0,21.8,993.2,19.0,0.0,ENE,0.6,Aotizhongxin,2013-6,2013-06-18,Poor
2620,2013,6,18,0,46.0,83.0,12.0,94.0,0.1,0.1,21.9,992.9,16.8,0.0,NE,1.1,Aotizhongxin,2013-6,2013-06-18,Moderate
2621,2013,6,18,0,52.0,96.0,14.0,94.0,700.0,2.0,21.9,992.9,17.5,0.0,NE,0.5,Aotizhongxin,2013-6,2013-06-18,Poor
2622,2013,6,18,0,49.0,96.0,14.0,118.0,700.0,2.0,22.1,992.8,19.3,0.0,WSW,0.6,Aotizhongxin,2013-6,2013-06-18,Poor
2623,2013,6,18,0,60.0,198.0,12.0,108.0,700.0,2.0,23.5,993.1,18.2,0.0,ENE,1.1,Aotizhongxin,2013-6,2013-06-18,Poor
2624,2013,6,18,0,62.0,198.0,13.0,88.0,700.0,13.0,25.6,993.0,17.5,0.0,ENE,0.6,Aotizhongxin,2013-6,2013-06-18,Poor
